review_features,hotel_score
Location is amazing. Rooms are very small. No air conditioning. No hair dryer available. Not enough electrical outlets. Light switch doesnt work. Elevators very slow. BreakfAst over priced.,6.7
Good location for train or bus travelers! Arrived via train just next door and left with a bus just one block away. The room was cleaned but the walls were dirty they even had hand prints on them which was a bit creepy. There was also hairpin on the floor from the previous guest. Other than that my stay was good everything worked and was as expected.,5
1 I booked one room with two beds but I found one room have four beds thats too much for me. 2 no hair dryer 3 the breakfeast is a little under my expection. But I know that the price in Antwerpen is high ,7.9
Everything was fine Nothing about the camp,10
Pragmatic equipment. It was cold at the day beginning. Limited hit water.,8.3
great value for  money good location very safe and secure friendly staff coking facilities sufficient for 12 days table inside and out modern caravan nothing,10
The chalet is outstanding.  Clean spacious (except the bedrooms) and comfortable. There is little in addition to the campsite itself.  We knew before going.,9.2
Free upgrade to a bigger cabin. Calm camp ground. Bring your own bed sheets (or you have to rent them).,8.3
We had a great stay in a very comfortable self-catering chalet in Bloemenduin. We didnt want a busy park with late night entertainment this year (after staying in a bigger and noisier park last year) so we were delighted with the peaceful friendly atmosphere . It is a small quiet park with lovely staff and if youre looking for a great base from which to explore the Belgian coast its well worth a look.  ,10
Theres an open terrace and the location is just 5 mins drive to the center. No garbage bin in the kitchen and in the toilet. Not enough kitchen utensils like spatula and a big salad bowl.,8
Beautiful location by the Meuse. Excellent restaurant with helpful staff. Clean spacious and generally well appointed room with excellent modern bathroom. Good breakfast served by helpful and friendly staff. Good value for money. A safe in the room would have been welcome. It would have been good to have coffee making facilities in the room as well.,8
Easily accessible. Rooms recently renovated. Space for dining in room. ,9
